Id	Label	type	date
1636_ilustracion2	1636_ilustracion2	text	1636
Horacio	Horacio	authority	
Virgilio	Virgilio	authority	
Ovidio	Ovidio	authority	
Marcial	Marcial	authority	
Garcilaso	Garcilaso	authority	
Mecencio	Mecencio	authority	
Figueroa	Figueroa	authority	
Propercio	Propercio	authority	
Séneca	Séneca	authority	
Persio	Persio	authority	
Catullo	Catullo	authority	
Catulo	Catulo	authority	
Enio	Enio	authority	
Orfeo	Orfeo	authority	
Valeriano Flaco	Valeriano Flaco	authority	
Plinio	Plinio	authority	
Pomponio Mela	Pomponio Mela	authority	
Strabonio	Strabonio	authority	
Ennio	Ennio	authority	
Estacio	Estacio	authority	
Valerio Flaco	Valerio Flaco	authority	
Diodoro Siculo	Diodoro Siculo	authority	
Euripide	Euripide	authority	
Seneca	Seneca	authority	
Apolonio Rodio	Apolonio Rodio	authority	
Ofero	Ofero	authority	
Boecio	Boecio	authority	
Calístrato	Calístrato	authority	
Varrón	Varrón	authority	
Mimdempdorpio	Mimdempdorpio	authority	
Domitio Caldorino	Domitio Caldorino	authority	
Alciato	Alciato	authority	
Lamprid	Lamprid	authority	
C. Petronio	C. Petronio	authority	
Cornelio Tacito	Cornelio Tacito	authority	
Justiniano	Justiniano	authority	
Lucrecio	Lucrecio	authority	
Tulio	Tulio	authority	
Plauto	Plauto	authority	
Attio	Attio	authority	
Terencio	Terencio	authority	
Príncipe de los poetas castellanos	Príncipe de los poetas castellanos	authority	
Juvenal	Juvenal	authority	
Ioan Merusio	Ioan Merusio	authority	
Escholiaster de Cedreno	Escholiaster de Cedreno	authority	
Juan Luis de la Cerda	Juan Luis de la Cerda	authority	
Agustín Barbosa	Agustín Barbosa	authority	
Lipsio	Lipsio	authority	
Blesensis	Blesensis	authority	
Ioan Meurio	Ioan Meurio	authority	
Ludovico D’Orleans	Ludovico D’Orleans	authority	
Ioannes Andreas	Ioannes Andreas	authority	
Alexandro	Alexandro	authority	
Marino	Marino	authority	
Oracio	Oracio	authority	
Justo Lipsio	Justo Lipsio	authority	
Luciano	Luciano	authority	
Plutarco	Plutarco	authority	
Pontano	Pontano	authority	
Scaligero	Scaligero	authority	
Hortensio Félix Paravicino	Hortensio Félix Paravicino	authority	
ingeniosísimo Nasón	ingeniosísimo Nasón	authority	
Marco Tulio Ciceron	Marco Tulio Ciceron	authority	
Tiraquel	Tiraquel	authority	
Petronio	Petronio	authority	
Suetón	Suetón	authority	
Cornelio Tácito	Cornelio Tácito	authority	
Cicerón	Cicerón	authority	
Apuleyo	Apuleyo	authority	
Gellio	Gellio	authority	
Lucano	Lucano	authority	
Sófocles	Sófocles	authority	
San Geronimo	San Geronimo	authority	
Cinna	Cinna	authority	
Solino	Solino	authority	
Schotto	Schotto	authority	
Simmacho	Simmacho	authority	
Isidoro	Isidoro	authority	
Aeliano	Aeliano	authority	
Martín del Río	Martín del Río	authority	
Tibulo	Tibulo	authority	
Volfango Lacio	Volfango Lacio	authority	
Iulio Polux	Iulio Polux	authority	
Eliano	Eliano	authority	
Jorge Cedreno	Jorge Cedreno	authority	
Ausonio	Ausonio	authority	
Vitruvio	Vitruvio	authority	
Laercio	Laercio	authority	
Catón	Catón	authority	
Quintiliano	Quintiliano	authority	
Aristóteles	Aristóteles	authority	
Ethicor	Ethicor	authority	
Svetonio	Svetonio	authority	
Suidas	Suidas	authority	
Apulei	Apulei	authority	
San Agustín	San Agustín	authority	
Tertuliano	Tertuliano	authority	
Joseph Pellicer	Joseph Pellicer	polemista	
Platón	Platón	authority	
Xenofonteen	Xenofonteen	authority	
Plautus,	Plautus,	authority	
Valerio	Valerio	authority	
Papinio Statio	Papinio Statio	authority	
Tibullo	Tibullo	authority	
Statirógrafo	Statirógrafo	authority	
Valerio Máximo	Valerio Máximo	authority	
Pedro Blesense y Martín del Río	Pedro Blesense y Martín del Río	authority	
Cerda	Cerda	authority	
Andrés Tiraquelo	Andrés Tiraquelo	authority	
Juan de Mena	Juan de Mena	authority	
Tullio	Tullio	authority	
Columela	Columela	authority	
Escritura Sagrada	Escritura Sagrada	authority	
Genesis	Genesis	authority	
Ezequiel	Ezequiel	authority	
Luis Vives	Luis Vives	authority	
San Gerónimo	San Gerónimo	authority	
Eusebio	Eusebio	authority	
Herodoto	Herodoto	authority	
Joseph Lainéz	Joseph Lainéz	authority	
Stacio Papinio	Stacio Papinio	authority	
Claudiano	Claudiano	authority	
Juan Batista Poza	Juan Batista Poza	authority	
Pierio Valeriano	Pierio Valeriano	authority	
Juan Bautista Scortia	Juan Bautista Scortia	authority	
Guillielmo Filandro Castillón	Guillielmo Filandro Castillón	authority	
Mindempdorpio	Mindempdorpio	authority	
Gaio	Gaio	authority	
Hesiodo	Hesiodo	authority	
Cornelio Gallo	Cornelio Gallo	authority	
autor de este texto	autor de este texto	authority	
Sidonio	Sidonio	authority	
Joan Rosino	Joan Rosino	authority	
Isaias	Isaias	authority	
San Gregorio	San Gregorio	authority	
S. Ambrosio	S. Ambrosio	authority	
Suetonio	Suetonio	authority	
Filipo Beroaldo	Filipo Beroaldo	authority	
Bernabé Brisonio	Bernabé Brisonio	authority	
Ulpiano	Ulpiano	authority	
Tito Popma Phrisio	Tito Popma Phrisio	authority	
Marco Varrón	Marco Varrón	authority	
Strabón	Strabón	authority	
Aulo Gelio	Aulo Gelio	authority	
Gelio	Gelio	authority	
Stacio Papino	Stacio Papino	authority	
Apolodoro	Apolodoro	authority	
Piero Valeriano	Piero Valeriano	authority	
Teocrito	Teocrito	authority	
Rhodigino	Rhodigino	authority	
Celio Rodiginio	Celio Rodiginio	authority	
Beroaldo	Beroaldo	authority	
San Cyrilo	San Cyrilo	authority	
César	César	authority	
Silius	Silius	authority	
Antón Monaco	Antón Monaco	authority	
Jacobo Sannazaro	Jacobo Sannazaro	authority	
Aurelio Prudencio	Aurelio Prudencio	authority	
Juan Paseracio	Juan Paseracio	authority	
Nonio	Nonio	authority	
Velleyo Paterculo	Velleyo Paterculo	authority	
Quinto Mucio	Quinto Mucio	authority	
Estacio Papinio	Estacio Papinio	authority	
Albinouano	Albinouano	authority	
Quinto Curcio	Quinto Curcio	authority	
Servio	Servio	authority	
		authority	
Joan de Solórzano	Joan de Solórzano	authority	
Cuaycio	Cuaycio	authority	
Julio Pacio	Julio Pacio	authority	
Silio Italico	Silio Italico	authority	
Herrera	Herrera	authority	
Lorenzo Ramírez de Prado	Lorenzo Ramírez de Prado	authority	
Francisco de Quevedo Villegas	Francisco de Quevedo Villegas	polemista	
San Mateo	San Mateo	authority	
Cátulo	Cátulo	authority	
don Carlos de Nápoles	don Carlos de Nápoles	authority	
Erasmo	Erasmo	authority	
Domicio Calderino	Domicio Calderino	authority	
Pausania	Pausania	authority	
Apuleyus	Apuleyus	authority	
Fedro	Fedro	authority	
Estrabón	Estrabón	authority	
Galeoto Mascio	Galeoto Mascio	authority	
Iosepho Scaligero	Iosepho Scaligero	authority	
Esiodo	Esiodo	authority	
Estácio	Estácio	authority	
Albinouan	Albinouan	authority	
Sirio Itálico	Sirio Itálico	authority	
Salisbiriense	Salisbiriense	authority	
Sirio Italico	Sirio Italico	authority	
Luis de la Cerda	Luis de la Cerda	authority	
Hugo Grotio	Hugo Grotio	authority	
Amiano	Amiano	authority	
Livio	Livio	authority	
Tácito	Tácito	authority	
Dioniso	Dioniso	authority	
Gotofredo	Gotofredo	authority	
Petrarca	Petrarca	authority	
San Tomás	San Tomás	authority	
Soto	Soto	authority	
San Gerónimo,	San Gerónimo,	authority	
Levino Torrencio	Levino Torrencio	authority	
Clemente Alexandrino	Clemente Alexandrino	authority	
Clemente Alejandrino	Clemente Alejandrino	authority	
Geremias	Geremias	authority	
Ruperto	Ruperto	authority	
Hortensio Feliz	Hortensio Feliz	authority	
Paravicino	Paravicino	authority	
Máximo	Máximo	authority	
Tiraquelo	Tiraquelo	authority	
Tomás Tamayo de Vargas	Tomás Tamayo de Vargas	authority	
San Ambrosio	San Ambrosio	authority	
San Augustín	San Augustín	authority	
Pedro Daminano	Pedro Daminano	authority	
Camilo Borrello	Camilo Borrello	authority	
Antonio Cabreros Avendaño	Antonio Cabreros Avendaño	authority	
Acron	Acron	authority	
Marón	Marón	authority	
Valeriano	Valeriano	authority	
Naturalis historia	Naturalis historia	authority	
Pierio	Pierio	authority	
don Luis	don Luis	authority	
Clemente Alexandro	Clemente Alexandro	authority	
Tibúlo	Tibúlo	authority	
Hortensio Feliz Paravicino	Hortensio Feliz Paravicino	authority	
Erycio	Erycio	authority	
Anastasio Pantaleón	Anastasio Pantaleón	authority	
Angelo Policiano	Angelo Policiano	authority	
Julio Lavorio	Julio Lavorio	authority	
San Cipriano	San Cipriano	authority	
Ausonio Parentaliorum	Ausonio Parentaliorum	authority	
Eurípides	Eurípides	authority	
Ariosto	Ariosto	authority	
Publio Syro	Publio Syro	authority	
Justino	Justino	authority	
Acursio	Acursio	authority	
Carlos de Nápoles	Carlos de Nápoles	authority	
Vegetio	Vegetio	authority	
Diodoro	Diodoro	authority	
Polibio	Polibio	authority	
Antonio Bonsinio	Antonio Bonsinio	authority	
Botero	Botero	authority	
Josef Pellicer de Tobar	Josef Pellicer de Tobar	polemista	
Donato	Donato	authority	
Padre Luis de la Cerda	Padre Luis de la Cerda	authority	
Fray Hortensio Félix Paravicino	Fray Hortensio Félix Paravicino	authority	
Nicandro	Nicandro	authority	
Plinio Segundo	Plinio Segundo	authority	
Sanazaro	Sanazaro	authority	
Molsa	Molsa	authority	
Prisciano	Prisciano	authority	
Manilio	Manilio	authority	
Ambrosio Calepino	Ambrosio Calepino	authority	
Paseracio	Paseracio	authority	
San Lucas	San Lucas	authority	
Tiraqueo	Tiraqueo	authority	
Renato Copino	Renato Copino	authority	
Charisio	Charisio	authority	
Juano Dousa	Juano Dousa	authority	
Homero	Homero	authority	
Sidonio Apolinar	Sidonio Apolinar	authority	
Griego Mimnermio	Griego Mimnermio	authority	
Pineda	Pineda	authority	
Stacio	Stacio	authority	
Varronem	Varronem	authority	
Clemente Alejandro	Clemente Alejandro	authority	
Vicentio Cartario	Vicentio Cartario	authority	
Carulo	Carulo	authority	
Aristoteles	Aristoteles	authority	
Juan Scop	Juan Scop	authority	
Brisonio	Brisonio	authority	
Ludovico Valentiniano	Ludovico Valentiniano	authority	
Morestelo	Morestelo	authority	
Kirchmano	Kirchmano	authority	
Casaubono	Casaubono	authority	
Heraldo	Heraldo	authority	
Eutropio	Eutropio	authority	
Amiano Marcelino	Amiano Marcelino	authority	
Gayo	Gayo	authority	
San Isidoro	San Isidoro	authority	
Dioscórides	Dioscórides	authority	
Laguna	Laguna	authority	
Serapión	Serapión	authority	
fray Prudencio de Sandoval	fray Prudencio de Sandoval	authority	
Diógenes	Diógenes	authority	
